"name","price","gross","seller"
"小米Redmi 红米Note7 Pro","1048.00","600+","华信通手机专营店"
"小米Redmi 红米Note7 Pro","1048.00","500+","谷高数码手机专营店"
"小米Redmi 红米Note7 Pro","1038.00","400+","伟德手机专营店"
"小米Redmi 红米Note7 Pro","1065.00","300+","淘金手机专营店"
"飞利浦E163K","139.00","3","恒润手机专营店"
"飞利浦E163K","129.00","2","恒立信数码专营店"
"飞利浦E163K","139.00","0","飞利浦手机旗舰店"
"飞利浦E163K","155.00","0","湘桂发手机专营店"
"飞利浦E163K","139.00","0","诺必信手机通讯专营店"
"realmeX","1199.00","8.4万+","realme真我京东自营旗舰店"
"realmeX","1899.00","8.1万+","realme真我京东自营旗舰店"
"realmeX","1499.00","4.6万+","realme真我京东自营旗舰店"
"realmeX","1899.00","2.3万+","realme真我京东自营旗舰店"
"AppleiPhone XR","4818.00","2600+","茄子手机旗舰店"
"AppleiPhone XR","5248.00","2000+","臻火旗舰店"
"AppleiPhone XR","3998.00","1600+","上海盛南连锁通信专营店"
"AppleiPhone XR","3588.00","1500+","东源海外专营店"
"AppleiPhone XR","3588.00","1500+","XINKE海外专营店"
"AppleiPhone XR","4348.00","1200+","淘金手机专营店"
"华为nova 4e","1298.00","3600+","新松联手机旗舰店"
"华为nova 4e","1188.00","2900+","茄子手机旗舰店"
"华为nova 4e","1149.00","2700+","同达丰手机旗舰店"
"AppleiPhone 8 Plus","2479.00","1.1万+","万城优品二手手机专营店"
"AppleiPhone 8 Plus","2689.00","1.1万+","翱行二手商品专营店"
"AppleiPhone 8 Plus","1896.00","1万+","扬帆二手商品专营店"
"AppleiPhone 8 Plus","1839.00","8300+","万城优品二手手机专营店"
"小米小米9","1499.00","10万+","小米京东自营旗舰店"
"小米小米9","999.00","6.7万+","小米京东自营旗舰店"
"小米小米9","2199.00","3万+","小米京东自营旗舰店"
"小米小米9","2799.00","2.3万+","小米京东自营旗舰店"
"小米小米9","799.00","2.1万+","小米京东自营旗舰店"
"华为Mate 20","4599.00","3800+","新松联手机旗舰店"
"华为Mate 20","4988.00","3600+","掌视界数码旗舰店"
"华为Mate 20","2699.00","3600+","新松联手机旗舰店"
"华为畅享9","699.00","7800+","聚捷联盛手机旗舰店"
"华为畅享9","1188.00","7600+","新松联手机旗舰店"
"华为畅享9","1099.00","7600+","牧申手机旗舰店"
"小米Redmi 8A","659.00","300+","茄子手机旗舰店"
"小米Redmi 8A","668.00","200+","优爱特手机专营店"
"小米Redmi 8A","678.00","200+","同达丰手机旗舰店"
"小米Redmi 8A","988.00","200+","华信通手机专营店"
"Apple iPhone 8","2499.00","8100+","好机汇二手商品专营店"
"Apple iPhone 8","3529.00","7600+","中国移动手机官方旗舰店"
"Apple iPhone 8","768.00","6500+","闪搜二手手机专营店"
"小米Redmi 红米Note7 Pro","1038.00","200+","炜东电商旗舰店"
"飞利浦E163K","119.00","0","莫拉克手机专营店"
"realmeX","1899.00","2.1万+","realme真我京东自营旗舰店"
"realmeX","3299.00","1.7万+","realme真我京东自营旗舰店"
"realmeX","1599.00","1.3万+","realme真我京东自营旗舰店"
"realmeX","1599.00","9600+","realme真我京东自营旗舰店"
"AppleiPhone XR","4899.00","1100+","冰之凯盛手机专营店"
"AppleiPhone XR","3588.00","1000+","东源海外专营店"
"华为nova 4e","1158.00","2500+","牧申手机旗舰店"
"华为nova 4e","1088.00","1900+","佳沪手机旗舰店"
"华为nova 4e","1249.00","1800+","众宇通手机专营店"
"AppleiPhone 8 Plus","2499.00","8100+","好机汇二手商品专营店"
"AppleiPhone 8 Plus","3529.00","7600+","中国移动手机官方旗舰店"
"AppleiPhone 8 Plus","768.00","6500+","闪搜二手手机专营店"
"小米小米9","2338.00","1.2万+","佳沪手机旗舰店"
"小米小米9","3799.00","1万+","小米京东自营旗舰店"
"华为Mate 20","3199.00","3400+","牧申手机旗舰店"
"华为Mate 20","5899.00","3200+","臻火旗舰店"
"华为Mate 20","3999.00","2100+","千瑞达手机旗舰店"
"华为Mate 20","4599.00","2100+","聚捷联盛手机旗舰店"
"华为畅享9","728.00","7100+","众盛手机专营店"
"华为畅享9","835.00","6100+","掌视界数码旗舰店"
"小米Redmi 8A","479.00","100+","天域手机专营店"
"小米Redmi 8A","679.00","100+","新松联手机旗舰店"
"小米Redmi 8A","679.00","100+","牧申手机旗舰店"
"Apple iPhone 8","1296.00","6100+","扬帆二手商品专营店"
"Apple iPhone 8","4899.00","5900+","岗隆手机专营店"
"Apple iPhone 8","1399.00","5900+","万城优品二手手机专营店"
"Apple iPhone 8","749.00","5000+","扬帆二手商品专营店"
"小米Redmi 红米Note7 Pro","1499.00","200+","弘朝数码旗舰店"
"小米Redmi 红米Note7 Pro","1099.00","200+","时器数码旗舰店"
"小米Redmi 红米Note7 Pro","988.00","100+","天域手机专营店"
"realmeX","1399.00","8200+","realme真我京东自营旗舰店"
"realmeX","2899.00","6100+","realme真我京东自营旗舰店"
"realmeX","2899.00","5700+","realme真我京东自营旗舰店"
"realmeX","1799.00","5500+","realme真我京东自营旗舰店"
"AppleiPhone XR","3588.00","1000+","XINKE海外专营店"
"AppleiPhone XR","4888.00","1000+","千瑞达手机旗舰店"
"AppleiPhone XR","5839.00","1000+","爱优创杰手机旗舰店"
"AppleiPhone XR","5468.00","900+","OKSJ手机旗舰店"
"AppleiPhone XR","3588.00","900+","壹思海外专营店"
"华为nova 4e","1249.00","1800+","中益德诚手机专营店"
"华为nova 4e","1188.00","1500+","聚捷联盛手机旗舰店"
"华为nova 4e","1198.00","1500+","众盛手机专营店"
"华为nova 4e","1180.00","1200+","鹏瑶旗舰店"
"华为nova 4e","1205.00","1200+","淘金手机专营店"
"AppleiPhone 8 Plus","4899.00","5900+","岗隆手机专营店"
"AppleiPhone 8 Plus","4799.00","4300+","疆界互联旗舰店"
"AppleiPhone 8 Plus","3248.00","3700+","马上优品二手商品旗舰店"
"AppleiPhone 8 Plus","2288.00","3700+","翱行二手商品专营店"
"小米小米9","555.00","9100+","疆界互联旗舰店"
"小米小米9","2688.00","8900+","疆界互联旗舰店"
"小米小米9","1997.90","7200+","小米京东自营旗舰店"
"小米小米9","1768.00","6500+","疆界互联旗舰店"
"华为Mate 20","3588.00","2100+","牧申手机旗舰店"
"华为Mate 20","2699.00","2100+","佳沪手机旗舰店"
"华为Mate 20","2568.00","2000+","聚捷联盛手机旗舰店"
"华为Mate 20","2888.00","1800+","诚嘉优品二手手机专营店"
"华为Mate 20","1799.00","1800+","闲至优品二手手机旗舰店"
"华为畅享9","1149.00","6000+","聚捷联盛手机旗舰店"
"华为畅享9","1189.00","5900+","炜东电商旗舰店"
"华为畅享9","858.00","5800+","宏图手机专营店"
"华为畅享9","889.00","5400+","炜东电商旗舰店"
"华为畅享9","829.00","5300+","众盛手机专营店"
"小米Redmi 8A","547.00","100+","炜东电商旗舰店"
"小米Redmi 8A","689.00","100+","聚捷联盛手机旗舰店"
"小米Redmi 8A","678.00","80+","炜东电商旗舰店"
"小米Redmi 8A","699.00","80+","众盛手机专营店"
"Apple iPhone 8","1868.00","4500+","马上优品二手商品旗舰店"
"Apple iPhone 8","5398.00","4500+","同达丰手机旗舰店"
"Apple iPhone 8","4799.00","4300+","疆界互联旗舰店"
"Apple iPhone 8","3299.00","3900+","岗隆手机专营店"
"小米Redmi 红米Note7 Pro","888.00","100+","中益德诚手机专营店"
"小米Redmi 红米Note7 Pro","1099.00","70+","信通志远旗舰店"
"小米Redmi 红米Note7 Pro","1099.00","60+","中益德诚手机专营店"
"小米Redmi 红米Note7 Pro","1138.00","30+","华伟手机专营店"
"realmeX","1799.00","3700+","realme真我京东自营旗舰店"
"realmeX","1899.00","3700+","realme官方旗舰店"
"AppleiPhone XR","3588.00","800+","XINKE海外专营店"
"AppleiPhone XR","5899.00","500+","京铠玄手机旗舰店"
"华为nova 4e","1298.00","1100+","新松联手机旗舰店"
"AppleiPhone 8 Plus","1868.00","3500+","翱行二手商品专营店"
"AppleiPhone 8 Plus","2568.00","3300+","鸿兴优品二手手机专营店"
"小米小米9","2888.00","6400+","宏图手机专营店"
"华为Mate 20","3999.00","1800+","天翼电信旗舰店"
"华为Mate 20","2959.00","1700+","闲至优品二手手机旗舰店"
"华为畅享9","1199.00","5200+","京联通达旗舰店"
"华为畅享9","798.00","4800+","华信通手机专营店"
"华为畅享9","888.00","4200+","茄子手机旗舰店"
"小米Redmi 8A","692.00","50+","掌视界数码旗舰店"
"小米Redmi 8A","759.00","50+","头号卖家旗舰店"
"小米Redmi 8A","675.00","50+","宏图手机专营店"
"小米Redmi 8A","899.00","50+","华荣信通手机专营店"
"小米Redmi 8A","799.00","40+","天域手机专营店"
"小米Redmi 红米Note7 Pro","1199.00","30+","沃晟手机专营店"
"小米Redmi 红米Note7 Pro","1079.00","20+","头号卖家旗舰店"
"小米Redmi 红米Note7 Pro","1499.00","20+","华荣信通手机专营店"
"小米Redmi 红米Note7 Pro","1039.00","20+","迪信通官方旗舰店"
"realmeX","1689.00","1900+","头号卖家旗舰店"
"realmeX","1199.00","1700+","头号卖家旗舰店"
"realmeX","1698.00","1400+","智美尚品手机专营店"
"realmeX","1999.00","1300+","佳沪手机旗舰店"
"AppleiPhone XR","4559.00","400+","岗隆手机专营店"
"AppleiPhone XR","5099.00","300+","银河信业手机专营店"
"AppleiPhone XR","4799.00","200+","伟德手机专营店"
"华为nova 4e","1999.00","1100+","久汇通官方旗舰店"
"AppleiPhone 8 Plus","1838.00","3100+","福汇优品二手手机专营店"
"AppleiPhone 8 Plus","2588.00","3000+","泰业优品二手手机旗舰店"
"小米小米9","3588.00","5600+","疆界互联旗舰店"
"华为Mate 20","4599.00","1700+","优品美手机专营店"
"华为畅享9","849.00","4100+","中国移动手机官方旗舰店"
"华为畅享9","899.00","4100+","聚捷联盛手机旗舰店"
"小米Redmi 8A","899.00","40+","星泰手机专营店"
"realmeX","1688.00","1200+","佳沪手机旗舰店"
"realmeX","1599.00","1200+","头号卖家旗舰店"
"华为nova 4e","1145.00","1000+","伟德手机专营店"
"AppleiPhone 8 Plus","3166.00","2800+","发动机优品二手手机专营店"
"小米Redmi 8A","799.00","30+","迪信通官方旗舰店"
"realmeX","1199.00","1100+","佳沪手机旗舰店"
"realmeX","1099.00","900+","牧申手机旗舰店"
"华为nova 4e","1088.00","1000+","优爱特手机专营店"
"华为nova 4e","1299.00","900+","时器数码旗舰店"
"AppleiPhone 8 Plus","2526.00","2800+","扬帆二手商品专营店"
"realmeX","1188.00","800+","牧申手机旗舰店"
"realmeX","3299.00","800+","realme真我京东自营旗舰店"
"realmeX","2599.00","800+","智美尚品手机专营店"
"realmeX","2699.00","700+","realme真我京东自营旗舰店"
"realmeX","2899.00","600+","realme官方旗舰店"
"华为nova 4e","1199.00","800+","千瑞达手机旗舰店"
"华为nova 4e","1166.00","700+","明日数码旗舰店"
"华为nova 4e","1199.00","700+","常开泰达手机专营店"
"华为nova 4e","1228.00","600+","OKSJ手机旗舰店"
"AppleiPhone 8 Plus","2499.00","2800+","同城帮二手商品专营店"
"AppleiPhone 8 Plus","3318.00","2600+","全美优品二手商品专营店"
"AppleiPhone 8 Plus","836.00","2600+","扬帆二手商品专营店"
"华为nova 4e","1599.00","600+","君问手机旗舰店"
"华为nova 4e","1909.00","500+","中国移动手机官方旗舰店"
"华为nova 5 Pro","3199.00","1.6万+","华为京东自营官方旗舰店"
"华为nova 5 Pro","3599.00","1.5万+","华为京东自营官方旗舰店"
"华为nova 5 Pro","3199.00","1.2万+","华为京东自营官方旗舰店"
"AppleiPhone XS Max","7199.00","112万+","Apple产品京东自营旗舰店"
"华为nova 5 Pro","2499.00","1万+","炜东电商旗舰店"
"飞利浦E171L","168.00","31万+","飞利浦手机京东自营旗舰店"
"AppleiPhone XS Max","9998.00","7.4万+","Apple产品京东自营旗舰店"
"华为nova 5 Pro","2469.00","1万+","久汇通官方旗舰店"
"华为nova 5 Pro","2499.00","8000+","掌视界数码旗舰店"
"飞利浦E171L","168.00","8.4万+","飞利浦手机京东自营旗舰店"
"飞利浦E171L","168.00","1.3万+","飞利浦手机京东自营旗舰店"
"飞利浦E171L","168.00","2800+","科艾手机专营店"
"华为荣耀10青春版","999.00","124万+","荣耀京东自营旗舰店"
"AppleiPhone XS Max","3199.00","1.9万+","可多优品二手手机专营店"
"AppleiPhone XS Max","6799.00","1.8万+","佳沪手机旗舰店"
"AppleiPhone XS Max","3988.00","1.6万+","翱行二手商品专营店"
"华为nova 5 Pro","3199.00","4600+","华为京东自营官方旗舰店"
"华为nova 5 Pro","2499.00","4400+","明日数码旗舰店"
"华为nova 5 Pro","2899.00","4100+","千瑞达手机旗舰店"
"飞利浦E171L","168.00","1600+","智加手机专营店"
"飞利浦E171L","168.00","700+","君可安手机专营店"
"飞利浦E171L","198.00","600+","飞利浦手机京东自营旗舰店"
"华为荣耀10青春版","1699.00","3.9万+","荣耀京东自营旗舰店"
"华为荣耀10青春版","875.00","2万+","掌视界数码旗舰店"
"华为荣耀10青春版","1199.00","9400+","京铠玄手机旗舰店"
"华为荣耀10青春版","866.00","7900+","牧申手机旗舰店"
"AppleiPhone XS Max","3699.00","1.3万+","翱行二手商品专营店"
"AppleiPhone XS Max","3279.00","1.3万+","翱行二手商品专营店"
"AppleiPhone XS Max","3398.00","1.2万+","翱行二手商品专营店"
"AppleiPhone XS Max","2479.00","1.1万+","万城优品二手手机专营店"
"华为nova 5 Pro","3199.00","4100+","华为京东自营官方旗舰店"
"华为nova 5 Pro","2499.00","4000+","佳沪手机旗舰店"
"华为nova 5 Pro","3099.00","3700+","福气多多手机旗舰店"
"飞利浦E171L","168.00","400+","创鑫伟业手机专营店"
"飞利浦E171L","198.00","100+","金辉手机专营店"
"飞利浦E171L","198.00","40+","微蓝手机专营店"
"华为荣耀10青春版","898.00","7100+","众盛手机专营店"
"华为荣耀10青春版","899.00","6200+","OKSJ手机旗舰店"
"华为荣耀10青春版","1199.00","6000+","新松联手机旗舰店"
"AppleiPhone XS Max","3086.00","9700+","万城优品二手手机专营店"
"AppleiPhone XS Max","5868.00","9000+","新松联手机旗舰店"
"AppleiPhone XS Max","1839.00","8300+","万城优品二手手机专营店"
"AppleiPhone XS Max","5488.00","6600+","XINKE海外专营店"
"华为nova 5 Pro","2399.00","3600+","久汇通官方旗舰店"
"华为nova 5 Pro","2899.00","3200+","臻火旗舰店"
"飞利浦E171L","258.00","20+","老人手机旗舰店"
"飞利浦E171L","169.00","10+","聚捷联盛手机旗舰店"
"飞利浦E171L","198.00","10","恒润手机专营店"
"飞利浦E171L","198.00","8","沃尔奇手机专营店"
"飞利浦E171L","178.00","2","恒立信数码专营店"
"飞利浦E171L","168.00","0","酷威手机专营店"
"华为荣耀10青春版","879.00","5800+","炜东电商旗舰店"
"华为荣耀10青春版","1188.00","4300+","佳沪手机旗舰店"
"华为荣耀10青春版","866.80","3300+","疆界互联旗舰店"
"华为荣耀10青春版","1399.00","2900+","京联通达旗舰店"
"AppleiPhone XS Max","5488.00","6500+","XINKE海外专营店"
"AppleiPhone XS Max","5399.00","6100+","泰业优品二手手机旗舰店"
"AppleiPhone XS Max","1399.00","5900+","万城优品二手手机专营店"
"华为nova 5 Pro","1668.00","3100+","疆界互联旗舰店"
"华为nova 5 Pro","2499.00","3100+","京铠玄手机旗舰店"
"华为nova 5 Pro","2919.00","3000+","普华手机专营店"
"华为荣耀10青春版","1099.00","2000+","明日数码旗舰店"
"华为荣耀10青春版","1066.00","1800+","聚捷联盛手机旗舰店"
"AppleiPhone XS Max","3379.00","5800+","全美优品二手商品专营店"
"AppleiPhone XS Max","3638.00","5600+","福汇优品二手手机专营店"
"AppleiPhone XS Max","4549.00","5400+","扬帆二手商品专营店"
"华为nova 5 Pro","2489.00","3000+","疆界互联旗舰店"
"华为nova 5 Pro","2499.00","2900+","OKSJ手机旗舰店"
"华为nova 5 Pro","2899.00","2500+","众宇通手机专营店"
"华为荣耀10青春版","1200.00","1300+","同达丰手机旗舰店"
"华为荣耀10青春版","1359.00","1000+","天域手机专营店"
"华为荣耀10青春版","1198.00","900+","淘金手机专营店"
"华为荣耀10青春版","1099.00","600+","爱优创杰手机旗舰店"
"华为荣耀10青春版","849.00","500+","佳沪手机旗舰店"
"AppleiPhone XS Max","4428.00","3500+","翱行二手商品专营店"
"AppleiPhone XS Max","4569.00","3500+","万城优品二手手机专营店"
"AppleiPhone XS Max","2599.00","3200+","万城优品二手手机专营店"
"AppleiPhone XS Max","5848.00","3100+","马上优品二手商品旗舰店"
"华为nova 5 Pro","2499.00","2400+","聚捷联盛手机旗舰店"
"华为nova 5 Pro","2499.00","2300+","同达丰手机旗舰店"
"华为nova 5 Pro","2499.00","2200+","京合旗舰店"
"华为nova 5 Pro","2899.00","1900+","牧申手机旗舰店"
"华为nova 5 Pro","2699.00","1700+","宏图手机专营店"
"华为nova 5 Pro","2499.00","1300+","京联通达旗舰店"
"华为荣耀10青春版","859.00","500+","优品美手机专营店"
"华为荣耀10青春版","999.00","500+","千瑞达手机旗舰店"
"华为荣耀10青春版","1038.00","400+","谷高数码手机专营店"
"华为荣耀10青春版","899.00","400+","众宇通手机专营店"
"华为荣耀10青春版","1099.00","400+","鹏瑶旗舰店"
"华为荣耀10青春版","899.00","300+","众宇通手机专营店"
"华为荣耀10青春版","1699.00","300+","易销科技手机专营店"
"AppleiPhone XS Max","1888.00","3100+","福汇优品二手手机专营店"
"AppleiPhone XS Max","3499.00","3100+","万城优品二手手机专营店"
"AppleiPhone XS Max","6839.00","3000+","疆界互联旗舰店"
"AppleiPhone XS Max","785.00","2800+","万城优品二手手机专营店"
"AppleiPhone XS Max","3599.00","2800+","泰业优品二手手机旗舰店"
"华为nova 5 Pro","3099.00","1300+","优爱特手机专营店"
"华为荣耀10青春版","1399.00","200+","千索贸易手机专营店"
"华为荣耀10青春版","1088.00","200+","时器数码旗舰店"
"华为荣耀10青春版","999.00","200+","华伟手机专营店"
"AppleiPhone XS Max","6898.00","2800+","同达丰手机旗舰店"
"AppleiPhone XS Max","4928.00","2700+","XINKE海外专营店"
"华为荣耀10青春版","1038.00","100+","华信通手机专营店"
